model,layer,category,name,model_buffer,normal_execution_storage,precision,bytes,shape
"Target","3","Attention and indexer weights","blk.3.attn_k.weight","Vulkan0","Vulkan0","q8_0","1392640","2560,512,1,1"
"Target","3","Attention and indexer weights","blk.3.attn_v.weight","Vulkan0","Vulkan0","q8_0","1392640","2560,512,1,1"
"Target","3","Attention and indexer weights","blk.3.attn_output.weight","Vulkan0","Vulkan0","q8_0","16711680","6144,2560,1,1"
"Target","3","Attention and indexer weights","blk.3.attn_q_norm.weight","Vulkan0","Vulkan0","f32","1024","256,1,1,1"
"Target","3","Attention and indexer weights","blk.3.attn_k_norm.weight","Vulkan0","Vulkan0","f32","1024","256,1,1,1"
"Target","3","Other dense weights","blk.3.indexer.q_proj.weight","Vulkan0","Vulkan0","bf16","2621440","2560,512,1,1"
"Target","3","Other dense weights","blk.3.indexer.k_proj.weight","Vulkan0","Vulkan0","bf16","655360","2560,128,1,1"
"Target","3","Other dense weights","blk.3.indexer.q_norm.weight","Vulkan0","Vulkan0","f32","512","128,1,1,1"
"Target","3","Other dense weights","blk.3.indexer.k_norm.weight","Vulkan0","Vulkan0","f32","512","128,1,1,1"
"Target","3","Expert routers","blk.3.ffn_gate_inp.weight","Vulkan0","Vulkan0","f32","5242880","2560,512,1,1"
"Target","3","Shared experts","blk.3.ffn_gate_inp_shexp.weight","Vulkan0","Vulkan0","f32","10240","2560,1,1,1"
"Target","3","Shared experts","blk.3.ffn_gate_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","3","Shared experts","blk.3.ffn_up_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","3","Shared experts","blk.3.ffn_down_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","640,2560,1,1"
"Target","4","Hyperconnection mixers","blk.4.hc_attn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","4","Hyperconnection mixers","blk.4.hc_attn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","4","Hyperconnection mixers","blk.4.hc_attn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","4","Hyperconnection mixers","blk.4.hc_attn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","4","Hyperconnection mixers","blk.4.hc_ffn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","4","Hyperconnection mixers","blk.4.hc_ffn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","4","Hyperconnection mixers","blk.4.hc_ffn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","4","Hyperconnection mixers","blk.4.hc_ffn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","4","Attention and indexer weights","blk.4.attn_qkv.weight","Vulkan0","Vulkan0","q8_0","27852800","2560,10240,1,1"
"Target","4","Attention and indexer weights","blk.4.attn_gate.weight","Vulkan0","Vulkan0","q8_0","16711680","2560,6144,1,1"
"Target","4","Recurrent layer weights","blk.4.ssm_conv1d.weight","Vulkan0","Vulkan0","f32","163840","4,10240,1,1"
"Target","4","Recurrent layer weights","blk.4.ssm_dt.bias","Vulkan0","Vulkan0","f32","192","48,1,1,1"
"Target","4","Recurrent layer weights","blk.4.ssm_a","Vulkan0","Vulkan0","f32","192","48,1,1,1"
"Target","4","Recurrent layer weights","blk.4.ssm_beta.weight","Vulkan0","Vulkan0","q8_0","130560","2560,48,1,1"
"Target","4","Recurrent layer weights","blk.4.ssm_alpha.weight","Vulkan0","Vulkan0","q8_0","130560","2560,48,1,1"
"Target","4","Recurrent layer weights","blk.4.ssm_norm.weight","Vulkan0","Vulkan0","f32","512","128,1,1,1"
"Target","4","Recurrent layer weights","blk.4.ssm_out.weight","Vulkan0","Vulkan0","q8_0","16711680","6144,2560,1,1"
"Target","4","Expert routers","blk.4.ffn_gate_inp.weight","Vulkan0","Vulkan0","f32","5242880","2560,512,1,1"
"Target","4","Shared experts","blk.4.ffn_gate_inp_shexp.weight","Vulkan0","Vulkan0","f32","10240","2560,1,1,1"
"Target","4","Shared experts","blk.4.ffn_gate_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","4","Shared experts","blk.4.ffn_up_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","4","Shared experts","blk.4.ffn_down_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","640,2560,1,1"
"Target","5","Hyperconnection mixers","blk.5.hc_attn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","5","Hyperconnection mixers","blk.5.hc_attn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","5","Hyperconnection mixers","blk.5.hc_attn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","5","Hyperconnection mixers","blk.5.hc_attn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","5","Hyperconnection mixers","blk.5.hc_ffn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","5","Hyperconnection mixers","blk.5.hc_ffn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","5","Hyperconnection mixers","blk.5.hc_ffn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","5","Hyperconnection mixers","blk.5.hc_ffn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","5","Attention and indexer weights","blk.5.attn_qkv.weight","Vulkan0","Vulkan0","q8_0","27852800","2560,10240,1,1"
"Target","5","Attention and indexer weights","blk.5.attn_gate.weight","Vulkan0","Vulkan0","q8_0","16711680","2560,6144,1,1"
"Target","5","Recurrent layer weights","blk.5.ssm_conv1d.weight","Vulkan0","Vulkan0","f32","163840","4,10240,1,1"
"Target","5","Recurrent layer weights","blk.5.ssm_dt.bias","Vulkan0","Vulkan0","f32","192","48,1,1,1"
"Target","5","Recurrent layer weights","blk.5.ssm_a","Vulkan0","Vulkan0","f32","192","48,1,1,1"
"Target","5","Recurrent layer weights","blk.5.ssm_beta.weight","Vulkan0","Vulkan0","q8_0","130560","2560,48,1,1"
"Target","5","Recurrent layer weights","blk.5.ssm_alpha.weight","Vulkan0","Vulkan0","q8_0","130560","2560,48,1,1"
"Target","5","Recurrent layer weights","blk.5.ssm_norm.weight","Vulkan0","Vulkan0","f32","512","128,1,1,1"
"Target","5","Recurrent layer weights","blk.5.ssm_out.weight","Vulkan0","Vulkan0","q8_0","16711680","6144,2560,1,1"
"Target","5","Expert routers","blk.5.ffn_gate_inp.weight","Vulkan0","Vulkan0","f32","5242880","2560,512,1,1"
"Target","5","Shared experts","blk.5.ffn_gate_inp_shexp.weight","Vulkan0","Vulkan0","f32","10240","2560,1,1,1"
"Target","5","Shared experts","blk.5.ffn_gate_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","5","Shared experts","blk.5.ffn_up_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","5","Shared experts","blk.5.ffn_down_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","640,2560,1,1"
"Target","6","Hyperconnection mixers","blk.6.hc_attn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","6","Hyperconnection mixers","blk.6.hc_attn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","6","Hyperconnection mixers","blk.6.hc_attn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","6","Hyperconnection mixers","blk.6.hc_attn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","6","Hyperconnection mixers","blk.6.hc_ffn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","6","Hyperconnection mixers","blk.6.hc_ffn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","6","Hyperconnection mixers","blk.6.hc_ffn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","6","Hyperconnection mixers","blk.6.hc_ffn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","6","Attention and indexer weights","blk.6.attn_qkv.weight","Vulkan0","Vulkan0","q8_0","27852800","2560,10240,1,1"
"Target","6","Attention and indexer weights","blk.6.attn_gate.weight","Vulkan0","Vulkan0","q8_0","16711680","2560,6144,1,1"
"Target","6","Recurrent layer weights","blk.6.ssm_conv1d.weight","Vulkan0","Vulkan0","f32","163840","4,10240,1,1"
"Target","6","Recurrent layer weights","blk.6.ssm_dt.bias","Vulkan0","Vulkan0","f32","192","48,1,1,1"
"Target","6","Recurrent layer weights","blk.6.ssm_a","Vulkan0","Vulkan0","f32","192","48,1,1,1"
"Target","6","Recurrent layer weights","blk.6.ssm_beta.weight","Vulkan0","Vulkan0","q8_0","130560","2560,48,1,1"
"Target","6","Recurrent layer weights","blk.6.ssm_alpha.weight","Vulkan0","Vulkan0","q8_0","130560","2560,48,1,1"
"Target","6","Recurrent layer weights","blk.6.ssm_norm.weight","Vulkan0","Vulkan0","f32","512","128,1,1,1"
"Target","6","Recurrent layer weights","blk.6.ssm_out.weight","Vulkan0","Vulkan0","q8_0","16711680","6144,2560,1,1"
"Target","6","Expert routers","blk.6.ffn_gate_inp.weight","Vulkan0","Vulkan0","f32","5242880","2560,512,1,1"
"Target","6","Shared experts","blk.6.ffn_gate_inp_shexp.weight","Vulkan0","Vulkan0","f32","10240","2560,1,1,1"
"Target","6","Shared experts","blk.6.ffn_gate_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","6","Shared experts","blk.6.ffn_up_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","6","Shared experts","blk.6.ffn_down_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","640,2560,1,1"
"Target","7","Hyperconnection mixers","blk.7.hc_attn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","7","Hyperconnection mixers","blk.7.hc_attn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","7","Hyperconnection mixers","blk.7.hc_attn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","7","Hyperconnection mixers","blk.7.hc_attn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","7","Hyperconnection mixers","blk.7.hc_ffn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","7","Hyperconnection mixers","blk.7.hc_ffn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","7","Hyperconnection mixers","blk.7.hc_ffn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","7","Hyperconnection mixers","blk.7.hc_ffn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","7","Attention and indexer weights","blk.7.attn_q.weight","Vulkan0","Vulkan0","q8_0","33423360","2560,12288,1,1"
"Target","7","Attention and indexer weights","blk.7.attn_k.weight","Vulkan0","Vulkan0","q8_0","1392640","2560,512,1,1"
"Target","7","Attention and indexer weights","blk.7.attn_v.weight","Vulkan0","Vulkan0","q8_0","1392640","2560,512,1,1"
"Target","7","Attention and indexer weights","blk.7.attn_output.weight","Vulkan0","Vulkan0","q8_0","16711680","6144,2560,1,1"
"Target","7","Attention and indexer weights","blk.7.attn_q_norm.weight","Vulkan0","Vulkan0","f32","1024","256,1,1,1"
"Target","7","Attention and indexer weights","blk.7.attn_k_norm.weight","Vulkan0","Vulkan0","f32","1024","256,1,1,1"
"Target","7","Other dense weights","blk.7.indexer.q_proj.weight","Vulkan0","Vulkan0","bf16","2621440","2560,512,1,1"
"Target","7","Other dense weights","blk.7.indexer.k_proj.weight","Vulkan0","Vulkan0","bf16","655360","2560,128,1,1"
"Target","7","Other dense weights","blk.7.indexer.q_norm.weight","Vulkan0","Vulkan0","f32","512","128,1,1,1"
"Target","7","Other dense weights","blk.7.indexer.k_norm.weight","Vulkan0","Vulkan0","f32","512","128,1,1,1"
"Target","7","Expert routers","blk.7.ffn_gate_inp.weight","Vulkan0","Vulkan0","f32","5242880","2560,512,1,1"
"Target","7","Shared experts","blk.7.ffn_gate_inp_shexp.weight","Vulkan0","Vulkan0","f32","10240","2560,1,1,1"
"Target","7","Shared experts","blk.7.ffn_gate_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","7","Shared experts","blk.7.ffn_up_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","7","Shared experts","blk.7.ffn_down_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","640,2560,1,1"
"Target","8","Hyperconnection mixers","blk.8.hc_attn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","8","Hyperconnection mixers","blk.8.hc_attn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","8","Hyperconnection mixers","blk.8.hc_attn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","8","Hyperconnection mixers","blk.8.hc_attn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","8","Hyperconnection mixers","blk.8.hc_ffn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","8","Hyperconnection mixers","blk.8.hc_ffn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","8","Hyperconnection mixers","blk.8.hc_ffn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","8","Hyperconnection mixers","blk.8.hc_ffn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","8","Attention and indexer weights","blk.8.attn_qkv.weight","Vulkan0","Vulkan0","q8_0","27852800","2560,10240,1,1"
"Target","8","Attention and indexer weights","blk.8.attn_gate.weight","Vulkan0","Vulkan0","q8_0","16711680","2560,6144,1,1"
"Target","8","Recurrent layer weights","blk.8.ssm_conv1d.weight","Vulkan0","Vulkan0","f32","163840","4,10240,1,1"
"Target","8","Recurrent layer weights","blk.8.ssm_dt.bias","Vulkan0","Vulkan0","f32","192","48,1,1,1"
"Target","8","Recurrent layer weights","blk.8.ssm_a","Vulkan0","Vulkan0","f32","192","48,1,1,1"
"Target","8","Recurrent layer weights","blk.8.ssm_beta.weight","Vulkan0","Vulkan0","q8_0","130560","2560,48,1,1"
"Target","8","Recurrent layer weights","blk.8.ssm_alpha.weight","Vulkan0","Vulkan0","q8_0","130560","2560,48,1,1"
"Target","8","Recurrent layer weights","blk.8.ssm_norm.weight","Vulkan0","Vulkan0","f32","512","128,1,1,1"
"Target","8","Recurrent layer weights","blk.8.ssm_out.weight","Vulkan0","Vulkan0","q8_0","16711680","6144,2560,1,1"
"Target","8","Expert routers","blk.8.ffn_gate_inp.weight","Vulkan0","Vulkan0","f32","5242880","2560,512,1,1"
"Target","8","Shared experts","blk.8.ffn_gate_inp_shexp.weight","Vulkan0","Vulkan0","f32","10240","2560,1,1,1"
"Target","8","Shared experts","blk.8.ffn_gate_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","8","Shared experts","blk.8.ffn_up_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","8","Shared experts","blk.8.ffn_down_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","640,2560,1,1"
"Target","9","Hyperconnection mixers","blk.9.hc_attn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","9","Hyperconnection mixers","blk.9.hc_attn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","9","Hyperconnection mixers","blk.9.hc_attn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","9","Hyperconnection mixers","blk.9.hc_attn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","9","Hyperconnection mixers","blk.9.hc_ffn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","9","Hyperconnection mixers","blk.9.hc_ffn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","9","Hyperconnection mixers","blk.9.hc_ffn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","9","Hyperconnection mixers","blk.9.hc_ffn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","9","Attention and indexer weights","blk.9.attn_qkv.weight","Vulkan0","Vulkan0","q8_0","27852800","2560,10240,1,1"
"Target","9","Attention and indexer weights","blk.9.attn_gate.weight","Vulkan0","Vulkan0","q8_0","16711680","2560,6144,1,1"
"Target","9","Recurrent layer weights","blk.9.ssm_conv1d.weight","Vulkan0","Vulkan0","f32","163840","4,10240,1,1"
"Target","9","Recurrent layer weights","blk.9.ssm_dt.bias","Vulkan0","Vulkan0","f32","192","48,1,1,1"
"Target","9","Recurrent layer weights","blk.9.ssm_a","Vulkan0","Vulkan0","f32","192","48,1,1,1"
"Target","9","Recurrent layer weights","blk.9.ssm_beta.weight","Vulkan0","Vulkan0","q8_0","130560","2560,48,1,1"
"Target","9","Recurrent layer weights","blk.9.ssm_alpha.weight","Vulkan0","Vulkan0","q8_0","130560","2560,48,1,1"
"Target","9","Recurrent layer weights","blk.9.ssm_norm.weight","Vulkan0","Vulkan0","f32","512","128,1,1,1"
"Target","9","Recurrent layer weights","blk.9.ssm_out.weight","Vulkan0","Vulkan0","q8_0","16711680","6144,2560,1,1"
"Target","9","Expert routers","blk.9.ffn_gate_inp.weight","Vulkan0","Vulkan0","f32","5242880","2560,512,1,1"
"Target","9","Shared experts","blk.9.ffn_gate_inp_shexp.weight","Vulkan0","Vulkan0","f32","10240","2560,1,1,1"
"Target","9","Shared experts","blk.9.ffn_gate_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","9","Shared experts","blk.9.ffn_up_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","9","Shared experts","blk.9.ffn_down_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","640,2560,1,1"
"Target","10","Hyperconnection mixers","blk.10.hc_attn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","10","Hyperconnection mixers","blk.10.hc_attn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","10","Hyperconnection mixers","blk.10.hc_attn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","10","Hyperconnection mixers","blk.10.hc_attn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","10","Hyperconnection mixers","blk.10.hc_ffn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","10","Hyperconnection mixers","blk.10.hc_ffn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","10","Hyperconnection mixers","blk.10.hc_ffn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","10","Hyperconnection mixers","blk.10.hc_ffn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","10","Attention and indexer weights","blk.10.attn_qkv.weight","Vulkan0","Vulkan0","q8_0","27852800","2560,10240,1,1"
"Target","10","Attention and indexer weights","blk.10.attn_gate.weight","Vulkan0","Vulkan0","q8_0","16711680","2560,6144,1,1"
"Target","10","Recurrent layer weights","blk.10.ssm_conv1d.weight","Vulkan0","Vulkan0","f32","163840","4,10240,1,1"
"Target","10","Recurrent layer weights","blk.10.ssm_dt.bias","Vulkan0","Vulkan0","f32","192","48,1,1,1"
"Target","10","Recurrent layer weights","blk.10.ssm_a","Vulkan0","Vulkan0","f32","192","48,1,1,1"
"Target","10","Recurrent layer weights","blk.10.ssm_beta.weight","Vulkan0","Vulkan0","q8_0","130560","2560,48,1,1"
"Target","10","Recurrent layer weights","blk.10.ssm_alpha.weight","Vulkan0","Vulkan0","q8_0","130560","2560,48,1,1"
"Target","10","Recurrent layer weights","blk.10.ssm_norm.weight","Vulkan0","Vulkan0","f32","512","128,1,1,1"
"Target","10","Recurrent layer weights","blk.10.ssm_out.weight","Vulkan0","Vulkan0","q8_0","16711680","6144,2560,1,1"
"Target","10","Expert routers","blk.10.ffn_gate_inp.weight","Vulkan0","Vulkan0","f32","5242880","2560,512,1,1"
"Target","10","Shared experts","blk.10.ffn_gate_inp_shexp.weight","Vulkan0","Vulkan0","f32","10240","2560,1,1,1"
"Target","10","Shared experts","blk.10.ffn_gate_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","10","Shared experts","blk.10.ffn_up_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","10","Shared experts","blk.10.ffn_down_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","640,2560,1,1"
"Target","11","Hyperconnection mixers","blk.11.hc_attn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","11","Hyperconnection mixers","blk.11.hc_attn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","11","Hyperconnection mixers","blk.11.hc_attn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","11","Hyperconnection mixers","blk.11.hc_attn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","11","Hyperconnection mixers","blk.11.hc_ffn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","11","Hyperconnection mixers","blk.11.hc_ffn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","11","Hyperconnection mixers","blk.11.hc_ffn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","11","Hyperconnection mixers","blk.11.hc_ffn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","11","Attention and indexer weights","blk.11.attn_q.weight","Vulkan0","Vulkan0","q8_0","33423360","2560,12288,1,1"
"Target","11","Attention and indexer weights","blk.11.attn_k.weight","Vulkan0","Vulkan0","q8_0","1392640","2560,512,1,1"
"Target","11","Attention and indexer weights","blk.11.attn_v.weight","Vulkan0","Vulkan0","q8_0","1392640","2560,512,1,1"
"Target","11","Attention and indexer weights","blk.11.attn_output.weight","Vulkan0","Vulkan0","q8_0","16711680","6144,2560,1,1"
"Target","11","Attention and indexer weights","blk.11.attn_q_norm.weight","Vulkan0","Vulkan0","f32","1024","256,1,1,1"
"Target","11","Attention and indexer weights","blk.11.attn_k_norm.weight","Vulkan0","Vulkan0","f32","1024","256,1,1,1"
"Target","11","Other dense weights","blk.11.indexer.q_proj.weight","Vulkan0","Vulkan0","bf16","2621440","2560,512,1,1"
"Target","11","Other dense weights","blk.11.indexer.k_proj.weight","Vulkan0","Vulkan0","bf16","655360","2560,128,1,1"
"Target","11","Other dense weights","blk.11.indexer.q_norm.weight","Vulkan0","Vulkan0","f32","512","128,1,1,1"
"Target","11","Other dense weights","blk.11.indexer.k_norm.weight","Vulkan0","Vulkan0","f32","512","128,1,1,1"
"Target","11","Expert routers","blk.11.ffn_gate_inp.weight","Vulkan0","Vulkan0","f32","5242880","2560,512,1,1"
"Target","11","Shared experts","blk.11.ffn_gate_inp_shexp.weight","Vulkan0","Vulkan0","f32","10240","2560,1,1,1"
"Target","11","Shared experts","blk.11.ffn_gate_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","11","Shared experts","blk.11.ffn_up_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","11","Shared experts","blk.11.ffn_down_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","640,2560,1,1"
"Target","12","Hyperconnection mixers","blk.12.hc_attn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","12","Hyperconnection mixers","blk.12.hc_attn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","12","Hyperconnection mixers","blk.12.hc_attn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","12","Hyperconnection mixers","blk.12.hc_attn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","12","Hyperconnection mixers","blk.12.hc_ffn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","12","Hyperconnection mixers","blk.12.hc_ffn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","12","Hyperconnection mixers","blk.12.hc_ffn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","12","Hyperconnection mixers","blk.12.hc_ffn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","12","Attention and indexer weights","blk.12.attn_qkv.weight","Vulkan0","Vulkan0","q8_0","27852800","2560,10240,1,1"
"Target","12","Attention and indexer weights","blk.12.attn_gate.weight","Vulkan0","Vulkan0","q8_0","16711680","2560,6144,1,1"
"Target","12","Recurrent layer weights","blk.12.ssm_conv1d.weight","Vulkan0","Vulkan0","f32","163840","4,10240,1,1"
"Target","12","Recurrent layer weights","blk.12.ssm_dt.bias","Vulkan0","Vulkan0","f32","192","48,1,1,1"
"Target","12","Recurrent layer weights","blk.12.ssm_a","Vulkan0","Vulkan0","f32","192","48,1,1,1"
"Target","12","Recurrent layer weights","blk.12.ssm_beta.weight","Vulkan0","Vulkan0","q8_0","130560","2560,48,1,1"
"Target","12","Recurrent layer weights","blk.12.ssm_alpha.weight","Vulkan0","Vulkan0","q8_0","130560","2560,48,1,1"
"Target","12","Recurrent layer weights","blk.12.ssm_norm.weight","Vulkan0","Vulkan0","f32","512","128,1,1,1"
"Target","12","Recurrent layer weights","blk.12.ssm_out.weight","Vulkan0","Vulkan0","q8_0","16711680","6144,2560,1,1"
"Target","12","Expert routers","blk.12.ffn_gate_inp.weight","Vulkan0","Vulkan0","f32","5242880","2560,512,1,1"
"Target","12","Shared experts","blk.12.ffn_gate_inp_shexp.weight","Vulkan0","Vulkan0","f32","10240","2560,1,1,1"
"Target","12","Shared experts","blk.12.ffn_gate_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","12","Shared experts","blk.12.ffn_up_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","12","Shared experts","blk.12.ffn_down_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","640,2560,1,1"
"Target","13","Hyperconnection mixers","blk.13.hc_attn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","13","Hyperconnection mixers","blk.13.hc_attn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","13","Hyperconnection mixers","blk.13.hc_attn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","13","Hyperconnection mixers","blk.13.hc_attn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","13","Hyperconnection mixers","blk.13.hc_ffn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","13","Hyperconnection mixers","blk.13.hc_ffn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
